agency_cd,site_no,datetime,discharge_ft3_s,discharge_flag,p_lbs_d,p_flag
USGS,05427930,2019-07-24,19.6,A:e,32.7,A
USGS,05427930,2019-07-25,18.7,A,30.5,A
USGS,05427930,2019-07-26,17.5,A,28.0,A
USGS,05427930,2019-07-27,16.3,A,25.7,A
USGS,05427930,2019-07-28,15.7,A,24.3,A
USGS,05427930,2019-07-29,15.4,A,23.5,A
USGS,05427930,2019-07-30,14.1,A,21.0,A
USGS,05427930,2019-07-31,13.4,A,19.6,A
USGS,05427930,2019-08-01,12.5,A,18.0,A
USGS,05427930,2019-08-02,11.9,A,16.7,A
USGS,05427930,2019-08-03,10.9,A,15.1,A
USGS,05427930,2019-08-04,10.7,A,14.5,A
USGS,05427930,2019-08-05,10.4,A,13.8,A
USGS,05427930,2019-08-06,15.0,A,20.5,A
USGS,05427930,2019-08-07,11.2,A,13.7,A
USGS,05427930,2019-08-08,10.7,A,12.8,A
USGS,05427930,2019-08-09,9.18,A,10.7,A
USGS,05427930,2019-08-10,8.75,A,10.0,A
USGS,05427930,2019-08-11,10.4,A,11.7,A
USGS,05427930,2019-08-12,10.6,A,11.6,A
USGS,05427930,2019-08-13,11.0,A,11.8,A
USGS,05427930,2019-08-14,10.6,A,11.1,A
USGS,05427930,2019-08-15,9.72,A,10.0,A
USGS,05427930,2019-08-16,9.27,A,9.53,A
USGS,05427930,2019-08-17,9.16,A,9.43,A
USGS,05427930,2019-08-18,13.1,A,14.5,A
USGS,05427930,2019-08-19,12.6,A,13.3,A
USGS,05427930,2019-08-20,11.3,A,11.7,A
USGS,05427930,2019-08-21,11.0,A,11.3,A
USGS,05427930,2019-08-22,10.5,A,10.9,A
USGS,05427930,2019-08-23,9.46,A,9.74,A
USGS,05427930,2019-08-24,9.77,A,10.1,A
USGS,05427930,2019-08-25,9.31,A,9.58,A
USGS,05427930,2019-08-26,11.3,A,11.6,A
USGS,05427930,2019-08-27,11.5,A,11.9,A
USGS,05427930,2019-08-28,10.1,A,10.3,A
USGS,05427930,2019-08-29,9.69,A,9.97,A
USGS,05427930,2019-08-30,9.61,A,9.88,A
USGS,05427930,2019-08-31,9.86,A,10.1,A
USGS,05427930,2019-09-01,9.62,A,9.89,A
USGS,05427930,2019-09-02,9.28,A,9.54,A
USGS,05427930,2019-09-03,10.3,A,10.5,A
USGS,05427930,2019-09-04,9.95,A,10.2,A
USGS,05427930,2019-09-05,9.11,A,9.36,A
USGS,05427930,2019-09-06,9.03,A,9.27,A
USGS,05427930,2019-09-07,8.81,A,9.05,A
USGS,05427930,2019-09-08,9.14,A,9.38,A
USGS,05427930,2019-09-09,9.18,A,9.42,A
USGS,05427930,2019-09-10,25.5,A,68.2,A
USGS,05427930,2019-09-11,17.5,A,41.8,A
USGS,05427930,2019-09-12,26.3,A,76.6,A
USGS,05427930,2019-09-13,43.1,A,179,A
USGS,05427930,2019-09-14,24.7,A,57.3,A
USGS,05427930,2019-09-15,18.0,A,19.4,A
USGS,05427930,2019-09-16,17.2,A,18.6,A
USGS,05427930,2019-09-17,16.2,A,17.5,A
USGS,05427930,2019-09-18,16.5,A,17.8,A
USGS,05427930,2019-09-19,17.5,A,18.9,A
USGS,05427930,2019-09-20,17.7,A,19.1,A
USGS,05427930,2019-09-21,16.9,A,18.2,A
USGS,05427930,2019-09-22,38.4,A,163,A
USGS,05427930,2019-09-23,42.3,A,186,A
USGS,05427930,2019-09-24,20.8,A,41.3,A
USGS,05427930,2019-09-25,19.1,A,32.8,A
USGS,05427930,2019-09-26,18.2,A,31.4,A
USGS,05427930,2019-09-27,17.1,A,29.4,A
USGS,05427930,2019-09-28,18.0,A,31.1,A
USGS,05427930,2019-09-29,31.3,A,108,A
USGS,05427930,2019-09-30,25.6,A,69.9,A
USGS,05427930,2019-10-01,47.5,A,180,A
USGS,05427930,2019-10-02,143,A,914,A
USGS,05427930,2019-10-03,106,A,601,A
USGS,05427930,2019-10-04,35.4,A,91.5,A
USGS,05427930,2019-10-05,27.5,A,50.1,A
USGS,05427930,2019-10-06,33.9,A,139,A
USGS,05427930,2019-10-07,22.7,A,41.4,A
USGS,05427930,2019-10-08,20.9,A,19.0,A
USGS,05427930,2019-10-09,20.0,A,17.3,A
USGS,05427930,2019-10-10,18.9,A,15.5,A
USGS,05427930,2019-10-11,19.0,A,14.7,A
USGS,05427930,2019-10-12,18.3,A,13.3,A
USGS,05427930,2019-10-13,17.8,A,12.1,A
USGS,05427930,2019-10-14,18.1,A,11.5,A
USGS,05427930,2019-10-15,17.4,A,10.4,A
USGS,05427930,2019-10-16,17.2,A,10.3,A
USGS,05427930,2019-10-17,16.8,A,10.1,A
USGS,05427930,2019-10-18,16.8,A,10.1,A
USGS,05427930,2019-10-19,16.3,A,9.82,A
USGS,05427930,2019-10-20,16.8,A,10.2,A
USGS,05427930,2019-10-21,20.1,A,20.0,A
USGS,05427930,2019-10-22,18.7,A,18.0,A
USGS,05427930,2019-10-23,15.8,A,10.7,A
USGS,05427930,2019-10-24,15.1,A,10.1,A
USGS,05427930,2019-10-25,14.7,A,9.80,A
USGS,05427930,2019-10-26,14.6,A,9.72,A
USGS,05427930,2019-10-27,16.5,A,10.9,A
USGS,05427930,2019-10-28,14.9,A,9.81,A
USGS,05427930,2019-10-29,16.1,A,10.6,A
USGS,05427930,2019-10-30,16.3,A,10.7,A
USGS,05427930,2019-10-31,16.3,A,10.6,A
USGS,05427930,2019-11-01,15.8,A,10.4,A
USGS,05427930,2019-11-02,18.0,A,13.4,A
USGS,05427930,2019-11-03,18.0,A,15.0,A
USGS,05427930,2019-11-04,20.9,A,18.9,A
USGS,05427930,2019-11-05,17.2,A,15.1,A
USGS,05427930,2019-11-06,16.6,A,13.8,A
USGS,05427930,2019-11-07,15.9,A,12.5,A
USGS,05427930,2019-11-08,14.8,A,11.0,A
USGS,05427930,2019-11-09,15.8,A,11.4,A
USGS,05427930,2019-11-10,17.8,A,12.5,A
USGS,05427930,2019-11-11,16.0,A,10.9,A
USGS,05427930,2019-11-12,15.0,A,9.97,A
USGS,05427930,2019-11-13,14.0,A,9.08,A
USGS,05427930,2019-11-14,14.7,A,9.51,A
USGS,05427930,2019-11-15,15.2,A,9.82,A
USGS,05427930,2019-11-16,15.0,A,9.75,A
USGS,05427930,2019-11-17,15.3,A,9.91,A
USGS,05427930,2019-11-18,16.4,A,10.6,A
USGS,05427930,2019-11-19,16.5,A,10.7,A
USGS,05427930,2019-11-20,16.9,A,10.9,A
USGS,05427930,2019-11-21,31.7,A,95.3,A
USGS,05427930,2019-11-22,21.0,A,35.7,A
USGS,05427930,2019-11-23,16.8,A,12.2,A
USGS,05427930,2019-11-24,16.8,A,10.9,A
USGS,05427930,2019-11-25,16.7,A,10.9,A
USGS,05427930,2019-11-26,16.3,A,10.5,A
USGS,05427930,2019-11-27,40.7,A,197,A
USGS,05427930,2019-11-28,20.3,A,37.9,A
USGS,05427930,2019-11-29,16.7,A,15.3,A
USGS,05427930,2019-11-30,17.9,A,18.4,A
USGS,05427930,2019-12-01,27.6,A,55.9,A
USGS,05427930,2019-12-02,17.8,A,15.8,A
USGS,05427930,2019-12-03,16.2,A,11.3,A
USGS,05427930,2019-12-04,16.2,A,11.3,A
USGS,05427930,2019-12-05,15.4,A,10.6,A
USGS,05427930,2019-12-06,15.4,A,10.6,A
USGS,05427930,2019-12-07,14.8,A,10.1,A
USGS,05427930,2019-12-08,15.6,A,10.6,A
USGS,05427930,2019-12-09,16.2,A,10.9,A
USGS,05427930,2019-12-10,14.6,A,9.82,A
USGS,05427930,2019-12-11,13.7,A,9.12,A
USGS,05427930,2019-12-12,13.9,A,9.21,A
USGS,05427930,2019-12-13,14.6,A,9.62,A
USGS,05427930,2019-12-14,14.8,A,9.69,A
USGS,05427930,2019-12-15,14.2,A,9.25,A
USGS,05427930,2019-12-16,13.9,A,9.03,A
USGS,05427930,2019-12-17,13.7,A,8.89,A
USGS,05427930,2019-12-18,13.0,A,8.44,A
USGS,05427930,2019-12-19,13.1,A,8.52,A
USGS,05427930,2019-12-20,13.1,A,8.51,A
USGS,05427930,2019-12-21,13.1,A,8.52,A
USGS,05427930,2019-12-22,13.7,A,8.90,A
USGS,05427930,2019-12-23,14.1,A,9.14,A
USGS,05427930,2019-12-24,14.1,A,9.15,A
USGS,05427930,2019-12-25,14.1,A,9.11,A
USGS,05427930,2019-12-26,14.2,A,9.19,A
USGS,05427930,2019-12-27,14.2,A,9.18,A
USGS,05427930,2019-12-28,16.2,A,17.4,A
USGS,05427930,2019-12-29,33.4,A,77.3,A
USGS,05427930,2019-12-30,27.0,A,46.2,A
USGS,05427930,2019-12-31,15.8,A,14.5,A
USGS,05427930,2020-01-01,13.7,A,11.1,A
USGS,05427930,2020-01-02,14.2,A,11.5,A
USGS,05427930,2020-01-03,14.7,A,11.9,A
USGS,05427930,2020-01-04,13.8,A,11.1,A
USGS,05427930,2020-01-05,12.7,A,10.3,A
USGS,05427930,2020-01-06,12.9,A,10.5,A
USGS,05427930,2020-01-07,12.8,A,10.4,A
USGS,05427930,2020-01-08,11.9,A,9.65,A
USGS,05427930,2020-01-09,12.3,A,9.97,A
USGS,05427930,2020-01-10,12.6,A,10.2,A
USGS,05427930,2020-01-11,13.4,A,10.9,A
USGS,05427930,2020-01-12,12.9,A,10.5,A
USGS,05427930,2020-01-13,13.4,A,10.8,A
USGS,05427930,2020-01-14,13.4,A,10.9,A
USGS,05427930,2020-01-15,13.2,A,10.7,A
USGS,05427930,2020-01-16,12.4,A,10.0,A
USGS,05427930,2020-01-17,12.2,A,9.76,A
USGS,05427930,2020-01-18,12.4,A,9.86,A
USGS,05427930,2020-01-19,11.6,A,9.13,A
USGS,05427930,2020-01-20,13.5,A,10.6,A
USGS,05427930,2020-01-21,12.7,A,9.84,A
USGS,05427930,2020-01-22,12.6,A,9.74,A
USGS,05427930,2020-01-23,13.2,A,10.1,A
USGS,05427930,2020-01-24,13.6,A,10.3,A
USGS,05427930,2020-01-25,13.7,A,10.3,A
USGS,05427930,2020-01-26,13.3,A,9.95,A
USGS,05427930,2020-01-27,12.9,A,9.57,A
USGS,05427930,2020-01-28,12.6,A,9.29,A
USGS,05427930,2020-01-29,12.4,A,9.02,A
USGS,05427930,2020-01-30,12.2,A,8.85,A
USGS,05427930,2020-01-31,12.3,A,8.83,A
USGS,05427930,2020-02-01,12.5,A,8.92,A
USGS,05427930,2020-02-02,14.6,A,11.3,A
USGS,05427930,2020-02-03,17.0,A,14.8,A
USGS,05427930,2020-02-04,15.3,A,12.1,A
USGS,05427930,2020-02-05,13.2,A,9.29,A
USGS,05427930,2020-02-06,12.7,A,8.46,A
USGS,05427930,2020-02-07,11.8,A,7.71,A
USGS,05427930,2020-02-08,11.5,A,7.45,A
USGS,05427930,2020-02-09,11.2,A,7.29,A
USGS,05427930,2020-02-10,11.3,A,7.33,A
USGS,05427930,2020-02-11,10.9,A,7.05,A
USGS,05427930,2020-02-12,10.7,A,6.95,A
USGS,05427930,2020-02-13,10.6,A,6.90,A
USGS,05427930,2020-02-14,11.7,A,7.61,A
USGS,05427930,2020-02-15,12.1,A,7.83,A
USGS,05427930,2020-02-16,11.7,A,7.59,A
USGS,05427930,2020-02-17,11.1,A,7.20,A
USGS,05427930,2020-02-18,11.1,A,7.20,A
USGS,05427930,2020-02-19,11.4,A,7.39,A
USGS,05427930,2020-02-20,11.2,A,7.27,A
USGS,05427930,2020-02-21,11.3,A,7.34,A
USGS,05427930,2020-02-22,10.6,A,6.89,A
USGS,05427930,2020-02-23,11.0,A,7.15,A
USGS,05427930,2020-02-24,12.0,A,7.80,A
USGS,05427930,2020-02-25,11.7,A,7.58,A
USGS,05427930,2020-02-26,11.2,A,7.26,A
USGS,05427930,2020-02-27,10.9,A,7.08,A
USGS,05427930,2020-02-28,10.7,A,6.93,A
USGS,05427930,2020-02-29,10.7,A,6.96,A
USGS,05427930,2020-03-01,13.3,A,12.4,A
USGS,05427930,2020-03-02,24.6,A,86.3,A
USGS,05427930,2020-03-03,30.6,A,146,A
USGS,05427930,2020-03-04,31.4,A,149,A
USGS,05427930,2020-03-05,28.2,A,78.7,A
USGS,05427930,2020-03-06,24.0,A,54.7,A
USGS,05427930,2020-03-07,17.9,A,32.3,A
USGS,05427930,2020-03-08,21.8,A,41.1,A
USGS,05427930,2020-03-09,29.3,A,65.4,A
USGS,05427930,2020-03-10,34.8,A,92.8,A
USGS,05427930,2020-03-11,27.5,A,60.2,A
USGS,05427930,2020-03-12,22.8,A,44.0,A
USGS,05427930,2020-03-13,20.2,A,30.3,A
USGS,05427930,2020-03-14,16.4,A,18.3,A
USGS,05427930,2020-03-15,14.9,A,11.9,A
USGS,05427930,2020-03-16,14.4,A,10.2,A
USGS,05427930,2020-03-17,13.9,A,9.75,A
USGS,05427930,2020-03-18,15.3,A,12.1,A
USGS,05427930,2020-03-19,32.7,A,98.9,A
USGS,05427930,2020-03-20,63.3,A,268,A
USGS,05427930,2020-03-21,21.7,A,48.3,A
USGS,05427930,2020-03-22,15.6,A,22.6,A
USGS,05427930,2020-03-23,16.1,A,14.8,A
USGS,05427930,2020-03-24,16.8,A,14.8,A
USGS,05427930,2020-03-25,16.1,A,14.5,A
USGS,05427930,2020-03-26,16.3,A,14.9,A
USGS,05427930,2020-03-27,15.6,A,14.6,A
USGS,05427930,2020-03-28,21.0,A,44.0,A
USGS,05427930,2020-03-29,50.2,A,223,A
USGS,05427930,2020-03-30,20.4,A,41.4,A
USGS,05427930,2020-03-31,16.4,A,13.3,A
USGS,05427930,2020-04-01,15.2,A,9.96,A
USGS,05427930,2020-04-02,14.4,A,9.27,A
USGS,05427930,2020-04-03,14.1,A,9.18,A
USGS,05427930,2020-04-04,18.3,A,17.1,A
USGS,05427930,2020-04-05,17.2,A,14.2,A
USGS,05427930,2020-04-06,16.4,A,11.8,A
USGS,05427930,2020-04-07,17.0,A,11.7,A
USGS,05427930,2020-04-08,19.6,A,16.5,A
USGS,05427930,2020-04-09,19.6,A,15.5,A
USGS,05427930,2020-04-10,17.1,A,9.63,A
USGS,05427930,2020-04-11,17.1,A,9.52,A
USGS,05427930,2020-04-12,18.6,A,11.7,A
USGS,05427930,2020-04-13,22.9,A,21.0,A
USGS,05427930,2020-04-14,18.0,A,8.74,A
USGS,05427930,2020-04-15,17.2,A,8.38,A
USGS,05427930,2020-04-16,16.7,A,8.12,A
USGS,05427930,2020-04-17,16.7,A,8.11,A
USGS,05427930,2020-04-18,16.4,A,7.95,A
USGS,05427930,2020-04-19,16.3,A,7.92,A
USGS,05427930,2020-04-20,15.9,A,7.71,A
USGS,05427930,2020-04-21,16.1,A,7.84,A
USGS,05427930,2020-04-22,18.1,A,11.6,A
USGS,05427930,2020-04-23,21.4,A,20.0,A
USGS,05427930,2020-04-24,18.8,A,12.4,A
USGS,05427930,2020-04-25,18.2,A,10.8,A
USGS,05427930,2020-04-26,17.5,A,9.32,A
USGS,05427930,2020-04-27,18.6,A,15.3,A
USGS,05427930,2020-04-28,19.8,A,16.4,A
USGS,05427930,2020-04-29,24.6,A,25.9,A
USGS,05427930,2020-04-30,20.3,A,18.1,A
USGS,05427930,2020-05-01,16.6,A,11.2,A
USGS,05427930,2020-05-02,16.9,A,11.2,A
USGS,05427930,2020-05-03,16.1,A,10.4,A
USGS,05427930,2020-05-04,14.4,A,9.04,A
USGS,05427930,2020-05-05,14.2,A,8.72,A
USGS,05427930,2020-05-06,13.9,A,8.33,A
USGS,05427930,2020-05-07,12.8,A,7.48,A
USGS,05427930,2020-05-08,12.7,A,7.18,A
USGS,05427930,2020-05-09,12.8,A,7.06,A
USGS,05427930,2020-05-10,15.6,A,8.37,A
USGS,05427930,2020-05-11,14.6,A,7.59,A
USGS,05427930,2020-05-12,13.9,A,7.05,A
USGS,05427930,2020-05-13,14.3,A,7.38,A
USGS,05427930,2020-05-14,19.6,A,17.6,A
USGS,05427930,2020-05-15,26.5,A,28.0,A
USGS,05427930,2020-05-16,18.8,A,16.0,A
USGS,05427930,2020-05-17,54.7,A,164,A
USGS,05427930,2020-05-18,61.8,A,148,A
USGS,05427930,2020-05-19,22.8,A,34.6,A
USGS,05427930,2020-05-20,17.5,A,20.4,A
USGS,05427930,2020-05-21,16.1,A,14.2,A
USGS,05427930,2020-05-22,15.6,A,13.5,A
USGS,05427930,2020-05-23,18.4,A,22.7,A
USGS,05427930,2020-05-24,19.1,A,25.6,A
USGS,05427930,2020-05-25,14.8,A,14.9,A
USGS,05427930,2020-05-26,21.4,A,37.9,A
USGS,05427930,2020-05-27,19.5,A,33.4,A
USGS,05427930,2020-05-28,37.2,A,229,A
USGS,05427930,2020-05-29,57.9,A,213,A
USGS,05427930,2020-05-30,19.9,A,30.4,A
USGS,05427930,2020-05-31,17.1,A,21.1,A
USGS,05427930,2020-06-01,15.6,A,15.5,A
USGS,05427930,2020-06-02,16.9,A,16.4,A
USGS,05427930,2020-06-03,22.5,A,27.3,A
USGS,05427930,2020-06-04,19.2,A,16.8,A
USGS,05427930,2020-06-05,18.2,A,15.1,A
USGS,05427930,2020-06-06,19.0,A,15.4,A
USGS,05427930,2020-06-07,19.1,A,15.2,A
USGS,05427930,2020-06-08,20.4,A,15.9,A
USGS,05427930,2020-06-09,24.7,A,33.2,A
USGS,05427930,2020-06-10,42.3,A,100,A
USGS,05427930,2020-06-11,83.1,A,300,A
USGS,05427930,2020-06-12,32.8,A,61.9,A
USGS,05427930,2020-06-13,16.9,A,12.4,A
USGS,05427930,2020-06-14,15.6,A,10.5,A
USGS,05427930,2020-06-15,15.0,A,9.76,A
USGS,05427930,2020-06-16,14.8,A,9.60,A
USGS,05427930,2020-06-17,14.8,A,9.59,A
USGS,05427930,2020-06-18,15.1,A,9.76,A
USGS,05427930,2020-06-19,14.9,A,9.64,A
USGS,05427930,2020-06-20,15.9,A,10.3,A
USGS,05427930,2020-06-21,16.0,A,10.4,A
USGS,05427930,2020-06-22,19.7,A,18.5,A
USGS,05427930,2020-06-23,19.1,A,19.4,A
USGS,05427930,2020-06-24,18.4,A,16.7,A
USGS,05427930,2020-06-25,19.4,A,20.0,A
USGS,05427930,2020-06-26,25.0,A,39.4,A
USGS,05427930,2020-06-27,42.5,A,99.0,A
USGS,05427930,2020-06-28,19.1,A,19.8,A
USGS,05427930,2020-06-29,23.5,A,29.5,A
USGS,05427930,2020-06-30,27.3,A,51.2,A
USGS,05427930,2020-07-01,17.8,A,17.6,A
USGS,05427930,2020-07-02,16.0,A,14.9,A
USGS,05427930,2020-07-03,14.9,A,13.0,A
USGS,05427930,2020-07-04,14.1,A,11.6,A
USGS,05427930,2020-07-05,13.7,A,10.5,A
USGS,05427930,2020-07-06,13.4,A,9.56,A
USGS,05427930,2020-07-07,14.8,A,13.4,A
USGS,05427930,2020-07-08,23.4,A,29.3,A
USGS,05427930,2020-07-09,20.6,A,28.7,A
USGS,05427930,2020-07-10,70.9,A,250,A
USGS,05427930,2020-07-11,55.6,A,157,A
USGS,05427930,2020-07-12,18.6,A,25.1,A
USGS,05427930,2020-07-13,15.1,A,17.2,A
USGS,05427930,2020-07-14,14.4,A,17.3,A
USGS,05427930,2020-07-15,28.5,A,68.6,A
USGS,05427930,2020-07-16,34.2,A,88.6,A
USGS,05427930,2020-07-17,18.6,A,24.2,A
USGS,05427930,2020-07-18,15.9,A,13.1,A
USGS,05427930,2020-07-19,15.7,A,12.8,A
USGS,05427930,2020-07-20,13.4,A,10.7,A
USGS,05427930,2020-07-21,13.2,A,10.4,A
USGS,05427930,2020-07-22,13.8,A,10.7,A
USGS,05427930,2020-07-23,13.8,A,10.5,A
USGS,05427930,2020-07-24,13.4,A,10.0,A
USGS,05427930,2020-07-25,12.9,A,9.46,A
USGS,05427930,2020-07-26,19.7,A,23.1,A
USGS,05427930,2020-07-27,29.9,A,59.3,A
USGS,05427930,2020-07-28,15.6,A,9.54,A
USGS,05427930,2020-07-29,13.7,A,7.30,A
USGS,05427930,2020-07-30,13.6,A,7.28,A
USGS,05427930,2020-07-31,13.4,A,7.14,A
USGS,05427930,2020-08-01,12.9,A,6.91,A
USGS,05427930,2020-08-02,13.0,A,6.97,A
USGS,05427930,2020-08-03,12.7,A,6.77,A
USGS,05427930,2020-08-04,12.3,A,6.56,A
USGS,05427930,2020-08-05,12.8,A,6.86,A
USGS,05427930,2020-08-06,12.4,A,6.65,A
USGS,05427930,2020-08-07,11.4,A,6.07,A
USGS,05427930,2020-08-08,12.0,A,6.42,A
USGS,05427930,2020-08-09,12.8,A,6.82,A
USGS,05427930,2020-08-10,15.7,A,8.42,A
USGS,05427930,2020-08-11,13.0,A,6.96,A
USGS,05427930,2020-08-12,12.8,A,6.97,A
USGS,05427930,2020-08-13,10.8,A,6.34,A
USGS,05427930,2020-08-14,11.6,A,6.89,A
USGS,05427930,2020-08-15,11.9,A,7.05,A
USGS,05427930,2020-08-16,12.3,A,7.29,A
USGS,05427930,2020-08-17,11.6,A,6.86,A
USGS,05427930,2020-08-18,10.6,A,6.29,A
USGS,05427930,2020-08-19,10.9,A,6.46,A
USGS,05427930,2020-08-20,10.5,A,6.24,A
USGS,05427930,2020-08-21,10.6,A,6.27,A
USGS,05427930,2020-08-22,10.1,A,5.98,A
USGS,05427930,2020-08-23,10.3,A,6.12,A
USGS,05427930,2020-08-24,10.6,A,6.29,A
USGS,05427930,2020-08-25,10.6,A,6.28,A
USGS,05427930,2020-08-26,10.0,A,5.95,A
USGS,05427930,2020-08-27,9.81,A,5.83,A
USGS,05427930,2020-08-28,11.3,A,6.70,A
USGS,05427930,2020-08-29,11.0,A,6.56,A
USGS,05427930,2020-08-30,11.1,A,6.62,A
USGS,05427930,2020-08-31,11.6,A,6.87,A
USGS,05427930,2020-09-01,12.0,A,7.14,A
USGS,05427930,2020-09-02,11.4,A,6.76,A
USGS,05427930,2020-09-03,10.8,A,6.42,A
USGS,05427930,2020-09-04,9.94,A,5.91,A
USGS,05427930,2020-09-05,10.2,A,6.03,A
USGS,05427930,2020-09-06,10.7,A,6.36,A
USGS,05427930,2020-09-07,10.2,A,6.06,A
USGS,05427930,2020-09-08,10.1,A,6.00,A
USGS,05427930,2020-09-09,13.1,A,7.78,A
USGS,05427930,2020-09-10,16.3,A,9.70,A
USGS,05427930,2020-09-11,17.7,A,13.4,A
USGS,05427930,2020-09-12,34.3,A,50.9,A
USGS,05427930,2020-09-13,17.0,A,14.2,A
USGS,05427930,2020-09-14,12.2,A,7.89,A
USGS,05427930,2020-09-15,11.2,A,7.23,A
USGS,05427930,2020-09-16,11.0,A,7.05,A
USGS,05427930,2020-09-17,10.6,A,6.74,A
USGS,05427930,2020-09-18,10.4,A,6.50,A
USGS,05427930,2020-09-19,10.4,A,6.45,A
USGS,05427930,2020-09-20,10.8,A,6.60,A
USGS,05427930,2020-09-21,10.4,A,6.29,A
USGS,05427930,2020-09-22,10.9,A,6.55,A
USGS,05427930,2020-09-23,11.2,A,6.65,A
USGS,05427930,2020-09-24,10.7,A,6.29,A
USGS,05427930,2020-09-25,11.0,A,6.33,A
USGS,05427930,2020-09-26,11.0,A,6.27,A
USGS,05427930,2020-09-27,10.5,A,5.95,A
USGS,05427930,2020-09-28,10.9,A,6.05,A
USGS,05427930,2020-09-29,10.7,A,5.87,A
USGS,05427930,2020-09-30,10.2,A,5.52,A
USGS,05427930,2020-10-01,10.1,A,5.40,A
USGS,05427930,2020-10-02,9.45,A,5.00,A
USGS,05427930,2020-10-03,9.02,A,4.70,A
USGS,05427930,2020-10-04,8.83,A,4.54,A
USGS,05427930,2020-10-05,8.78,A,4.44,A
USGS,05427930,2020-10-06,8.95,A,4.47,A
USGS,05427930,2020-10-07,8.83,A,4.34,A
USGS,05427930,2020-10-08,8.53,A,4.12,A
USGS,05427930,2020-10-09,8.48,A,4.04,A
USGS,05427930,2020-10-10,8.65,A,4.05,A
USGS,05427930,2020-10-11,8.41,A,3.88,A
USGS,05427930,2020-10-12,8.94,A,4.06,A
USGS,05427930,2020-10-13,8.82,A,3.93,A
USGS,05427930,2020-10-14,8.64,A,3.79,A
USGS,05427930,2020-10-15,8.82,A,3.81,A
USGS,05427930,2020-10-16,8.85,A,3.82,A
USGS,05427930,2020-10-17,8.38,A,3.62,A
USGS,05427930,2020-10-18,8.12,A,3.51,A
USGS,05427930,2020-10-19,7.92,A,3.42,A
USGS,05427930,2020-10-20,7.54,A,3.26,A
USGS,05427930,2020-10-21,9.61,A,5.17,A
USGS,05427930,2020-10-22,25.8,A,53.3,A
USGS,05427930,2020-10-23,75.4,A,484,A
USGS,05427930,2020-10-24,57.0,A,288,A
USGS,05427930,2020-10-25,18.7,A,28.3,A
USGS,05427930,2020-10-26,15.9,A,15.2,A
USGS,05427930,2020-10-27,13.9,A,10.3,A
USGS,05427930,2020-10-28,13.2,A,8.65,A
USGS,05427930,2020-10-29,12.2,A,7.00,A
USGS,05427930,2020-10-30,11.8,A,5.77,A
USGS,05427930,2020-10-31,11.5,A,5.28,A
USGS,05427930,2020-11-01,11.2,A,5.13,A
USGS,05427930,2020-11-02,10.8,A,4.97,A
USGS,05427930,2020-11-03,10.8,A,4.94,A
USGS,05427930,2020-11-04,10.7,A,4.90,A
USGS,05427930,2020-11-05,10.8,A,4.95,A
USGS,05427930,2020-11-06,11.6,A,5.32,A
USGS,05427930,2020-11-07,11.5,A,5.26,A
USGS,05427930,2020-11-08,11.0,A,5.04,A
USGS,05427930,2020-11-09,10.6,A,4.88,A
USGS,05427930,2020-11-10,19.5,A,39.4,A
USGS,05427930,2020-11-11,34.3,A,138,A
USGS,05427930,2020-11-12,14.7,A,33.3,A
USGS,05427930,2020-11-13,13.2,A,11.7,A
USGS,05427930,2020-11-14,12.6,A,8.87,A
USGS,05427930,2020-11-15,15.5,A,17.7,A
USGS,05427930,2020-11-16,13.3,A,11.8,A
USGS,05427930,2020-11-17,12.3,A,7.84,A
USGS,05427930,2020-11-18,11.8,A,6.48,A
USGS,05427930,2020-11-19,11.2,A,6.18,A
USGS,05427930,2020-11-20,9.87,A,5.44,A
USGS,05427930,2020-11-21,9.23,A,5.08,A
USGS,05427930,2020-11-22,8.93,A,4.92,A
USGS,05427930,2020-11-23,9.38,A,5.17,A
USGS,05427930,2020-11-24,12.3,A,15.9,A
USGS,05427930,2020-11-25,18.7,A,26.0,A
USGS,05427930,2020-11-26,12.8,A,13.4,A
USGS,05427930,2020-11-27,9.30,A,5.75,A
USGS,05427930,2020-11-28,8.31,A,4.04,A
USGS,05427930,2020-11-29,8.86,A,4.31,A
USGS,05427930,2020-11-30,10.2,A,4.95,A
USGS,05427930,2020-12-01,10.5,A,5.08,A
USGS,05427930,2020-12-02,9.76,A,4.74,A
USGS,05427930,2020-12-03,9.87,A,4.80,A
USGS,05427930,2020-12-04,10.6,A,5.14,A
USGS,05427930,2020-12-05,9.93,A,4.83,A
USGS,05427930,2020-12-06,9.91,A,4.81,A
USGS,05427930,2020-12-07,9.58,A,4.66,A
USGS,05427930,2020-12-08,9.81,A,4.77,A
USGS,05427930,2020-12-09,10.3,A,5.00,A
USGS,05427930,2020-12-10,10.1,A,4.89,A
USGS,05427930,2020-12-11,9.70,A,4.71,A
USGS,05427930,2020-12-12,9.76,A,4.74,A
USGS,05427930,2020-12-13,10.2,A,4.98,A
USGS,05427930,2020-12-14,10.2,A,4.95,A
USGS,05427930,2020-12-15,9.67,A,4.70,A
USGS,05427930,2020-12-16,10.4,A,5.07,A
USGS,05427930,2020-12-17,11.2,A,5.44,A
USGS,05427930,2020-12-18,9.91,A,4.81,A
USGS,05427930,2020-12-19,9.35,A,4.55,A
USGS,05427930,2020-12-20,11.1,A,5.39,A
USGS,05427930,2020-12-21,11.9,A,5.80,A
USGS,05427930,2020-12-22,12.0,A,5.82,A
